Nom gare;Code Gare;Type jour;Year;Date de comptage;Ligne;Tranche horaire;Montants
ECOUEN EZANVILLE;87276394;Dimanche;2018.0;2018-10-14;H;Après 20h;75
FREPILLON;87276659;Dimanche;2018.0;2018-10-14;H;De 10h à 16h;83
EPLUCHES;87276147;Dimanche;2018.0;2018-10-14;H;De 6h à 10h;5
MERIEL;87276675;Dimanche;2018.0;2018-10-14;H;Après 20h;23
BOUFFEMONT MOISSELLES;87276485;Dimanche;2018.0;2018-10-14;H;De 16h à 20h;183
CHAMPAGNE SUR OISE;87276519;Dimanche;2018.0;2018-10-14;H;De 10h à 16h;115
EPINAY VILLETANEUSE;87271122;Samedi;2018.0;2018-10-13;H;De 6h à 10h;2231
BRUYERES SUR OISE;87276451;Dimanche;2018.0;2018-10-14;H;De 16h à 20h;24
BRUYERES SUR OISE;87276451;Dimanche;2018.0;2018-10-14;H;De 6h à 10h;12
ECOUEN EZANVILLE;87276394;Dimanche;2018.0;2018-10-14;H;De 6h à 10h;146
DEUIL MONTMAGNY;87276345;Dimanche;2018.0;2018-10-14;H;Après 20h;174
ERMONT HALTE;87276584;Samedi;2018.0;2018-10-13;H;De 10h à 16h;437
CHAPONVAL;87276162;Dimanche;2018.0;2018-10-14;H;Après 20h;3
CREIL;87276006;Dimanche;2018.0;2018-10-14;H;De 6h à 10h;44
SAINT-OUEN L'AUMONE;87276105;Dimanche;2018.0;2018-10-14;H;De 10h à 16h;574
SAINT-LEU D'ESSERENT;87276402;Dimanche;2018.0;2018-10-14;H;De 6h à 10h;8
PRESLES COURCELLES;87276501;Dimanche;2018.0;2018-10-14;H;De 16h à 20h;61
PERSAN BEAUMONT;87276469;Dimanche;2018.0;2018-10-14;H;De 6h à 10h;441
PRECY SUR OISE;87276410;Dimanche;2018.0;2018-10-14;H;De 16h à 20h;8
PRECY SUR OISE;87276410;Dimanche;2018.0;2018-10-14;H;De 10h à 16h;9
PONT PETIT;87276154;Dimanche;2018.0;2018-10-14;H;De 16h à 20h;16
VALMONDOIS;87276535;Samedi;2018.0;2018-10-13;H;De 10h à 16h;412
VILLAINES;87272021;Samedi;2018.0;2018-10-13;H;De 16h à 20h;16
PONTOISE;87276139;Dimanche;2018.0;2018-10-14;H;Après 20h;382
ECOUEN EZANVILLE;87276394;Dimanche;2018.0;2018-10-14;H;De 10h à 16h;468
DEUIL MONTMAGNY;87276345;Dimanche;2018.0;2018-10-14;H;De 10h à 16h;976
ENGHIEN LES BAINS;87276022;Dimanche;2018.0;2018-10-14;H;Après 20h;706
ERMONT HALTE;87276584;Dimanche;2018.0;2018-10-14;H;De 10h à 16h;255
LA BARRE ORMESSON;87271171;Samedi;2018.0;2018-10-13;H;Avant 6h;45
ERMONT EAUBONNE;87276055;Dimanche;2018.0;2018-10-14;H;Après 20h;870
SAINT-LEU LA FORET;87276600;JOB;2018.0;2018-10-11;H;De 6h à 10h;2369
CHAMPAGNE SUR OISE;87276519;Samedi;2018.0;2018-10-13;H;Après 20h;32
PRECY SUR OISE;87276410;JOB;2018.0;2018-10-11;H;De 10h à 16h;12
PIERRELAYE;87276097;JOB;2018.0;2018-10-11;H;De 10h à 16h;292
CERNAY;87276063;Samedi;2018.0;2018-10-13;H;Après 20h;131
VILLAINES;87272021;JOB;2018.0;2018-10-11;H;Avant 6h;3
CHAMP DE COURSES D'ENGHIEN;87276030;Samedi;2018.0;2018-10-13;H;De 16h à 20h;578
BELLOY SAINT-MARTIN;87276550;Samedi;2018.0;2018-10-13;H;De 10h à 16h;58
SAINT-LEU LA FORET;87276600;JOB;2018.0;2018-10-11;H;De 10h à 16h;709
BOUFFEMONT MOISSELLES;87276485;Samedi;2018.0;2018-10-13;H;Après 20h;76
AUVERS SUR OISE;87276543;Samedi;2018.0;2018-10-13;H;De 16h à 20h;58
CHAMPAGNE SUR OISE;87276519;Samedi;2018.0;2018-10-13;H;Avant 6h;8
AUVERS SUR OISE;87276543;Samedi;2018.0;2018-10-13;H;Après 20h;4
BESSANCOURT;87276642;Samedi;2018.0;2018-10-13;H;Après 20h;51
SEUGY;87272039;JOB;2018.0;2018-10-11;H;De 16h à 20h;21
TAVERNY;87276634;JOB;2018.0;2018-10-11;H;Après 20h;123
MONTSOULT MAFFLIERS;87276493;JOB;2018.0;2018-10-11;H;De 6h à 10h;1216
GROS NOYER SAINT-PRIX;87276592;JOB;2018.0;2018-10-11;H;Avant 6h;72
MERY SUR OISE;87276667;JOB;2018.0;2018-10-11;H;De 6h à 10h;708
PARIS NORD;87271031;JOB;2018.0;2018-10-11;H;De 16h à 20h;46349
MERY SUR OISE;87276667;JOB;2018.0;2018-10-11;H;Après 20h;40
TAVERNY;87276634;Dimanche;2018.0;2018-10-14;H;De 6h à 10h;177
NOINTEL MOURS;87276758;JOB;2018.0;2018-10-11;H;Avant 6h;48
EPLUCHES;87276147;JOB;2018.0;2018-10-11;H;De 10h à 16h;50
PARIS NORD;87271031;JOB;2018.0;2018-10-11;H;Avant 6h;451
DOMONT;87276436;JOB;2018.0;2018-10-11;H;Avant 6h;146
BOUFFEMONT MOISSELLES;87276485;JOB;2018.0;2018-10-11;H;De 16h à 20h;317
EPINAY VILLETANEUSE;87271122;JOB;2018.0;2018-10-11;H;De 10h à 16h;4628
ECOUEN EZANVILLE;87276394;JOB;2018.0;2018-10-11;H;De 16h à 20h;539
DEUIL MONTMAGNY;87276345;JOB;2018.0;2018-10-11;H;De 6h à 10h;2660
EPINAY VILLETANEUSE;87271122;JOB;2018.0;2018-10-11;H;Avant 6h;643
ERMONT EAUBONNE;87276055;JOB;2018.0;2018-10-11;H;Avant 6h;138
EPLUCHES;87276147;JOB;2018.0;2018-10-11;H;De 6h à 10h;37
DOMONT;87276436;JOB;2018.0;2018-10-11;H;De 6h à 10h;2369
DOMONT;87276436;JOB;2018.0;2018-10-11;H;Après 20h;152
CERNAY;87276063;JOB;2018.0;2018-10-11;H;Après 20h;82
ENGHIEN LES BAINS;87276022;Samedi;2018.0;2018-10-13;H;De 10h à 16h;3210
ERMONT EAUBONNE;87276055;Samedi;2018.0;2018-10-13;H;De 10h à 16h;3290
LA BARRE ORMESSON;87271171;Samedi;2018.0;2018-10-13;H;Après 20h;348
ENGHIEN LES BAINS;87276022;Samedi;2018.0;2018-10-13;H;Avant 6h;84
ERMONT HALTE;87276584;Samedi;2018.0;2018-10-13;H;Après 20h;62
LUZARCHES;87276576;Samedi;2018.0;2018-10-13;H;De 6h à 10h;83
GROSLAY;87276360;Samedi;2018.0;2018-10-13;H;De 10h à 16h;637
DOMONT;87276436;Samedi;2018.0;2018-10-13;H;De 6h à 10h;434
FREPILLON;87276659;Samedi;2018.0;2018-10-13;H;Avant 6h;8
GROSLAY;87276360;Samedi;2018.0;2018-10-13;H;Après 20h;136
BELLOY SAINT-MARTIN;87276550;JOB;2018.0;2018-10-11;H;De 16h à 20h;47
BELLOY SAINT-MARTIN;87276550;JOB;2018.0;2018-10-11;H;De 10h à 16h;49
BESSANCOURT;87276642;JOB;2018.0;2018-10-11;H;De 10h à 16h;246
BESSANCOURT;87276642;JOB;2018.0;2018-10-11;H;Après 20h;33
BESSANCOURT;87276642;JOB;2018.0;2018-10-11;H;Avant 6h;49
SAINT-LEU LA FORET;87276600;Samedi;2018.0;2018-10-13;H;De 16h à 20h;460
SAINT-LEU LA FORET;87276600;Samedi;2018.0;2018-10-13;H;De 6h à 10h;371
MONTIGNY BEAUCHAMP;87276089;Samedi;2018.0;2018-10-13;H;De 16h à 20h;764
SAINT-OUEN L'AUMONE;87276105;Samedi;2018.0;2018-10-13;H;Après 20h;184
MONTSOULT MAFFLIERS;87276493;Samedi;2018.0;2018-10-13;H;Après 20h;75
PRESLES COURCELLES;87276501;Samedi;2018.0;2018-10-13;H;Après 20h;16
PONT PETIT;87276154;Samedi;2018.0;2018-10-13;H;De 16h à 20h;17
LUZARCHES;87276576;Samedi;2018.0;2018-10-13;H;De 10h à 16h;192
PONTOISE;87276139;Samedi;2018.0;2018-10-13;H;De 10h à 16h;1635
PARIS NORD;87271031;Samedi;2018.0;2018-10-13;H;Avant 6h;329
FRANCONVILLE LE PLESSIS BOUCHARD;87276071;JOB;2018.0;2018-10-11;H;De 10h à 16h;874
CHAMPAGNE SUR OISE;87276519;Samedi;2018.0;2018-10-13;H;De 10h à 16h;123
AUVERS SUR OISE;87276543;JOB;2018.0;2018-10-11;H;De 16h à 20h;60
BELLOY SAINT-MARTIN;87276550;JOB;2018.0;2018-10-11;H;Avant 6h;11
VILLAINES;87272021;Dimanche;2018.0;2018-10-14;H;De 10h à 16h;15
VALMONDOIS;87276535;Dimanche;2018.0;2018-10-14;H;Avant 6h;5
PONTOISE;87276139;JOB;2018.0;2018-10-11;H;De 6h à 10h;2426
GROSLAY;87276360;JOB;2018.0;2018-10-11;H;De 16h à 20h;488
SAINT-OUEN L'AUMONE LIESSE;87337980;Dimanche;2018.0;2018-10-14;H;Avant 6h;9
SARCELLES SAINT-BRICE;87276386;JOB;2018.0;2018-10-11;H;De 10h à 16h;1895
SARCELLES SAINT-BRICE;87276386;Dimanche;2018.0;2018-10-14;H;Après 20h;333
SARCELLES SAINT-BRICE;87276386;Dimanche;2018.0;2018-10-14;H;Avant 6h;55
MONTIGNY BEAUCHAMP;87276089;JOB;2018.0;2018-10-11;H;Avant 6h;120
MERY SUR OISE;87276667;JOB;2018.0;2018-10-11;H;De 10h à 16h;224
BESSANCOURT;87276642;Samedi;2018.0;2018-10-13;H;De 10h à 16h;246
VALMONDOIS;87276535;JOB;2018.0;2018-10-11;H;De 6h à 10h;797
SEUGY;87272039;Dimanche;2018.0;2018-10-14;H;De 16h à 20h;30
VALMONDOIS;87276535;JOB;2018.0;2018-10-11;H;Avant 6h;22
SAINT-LEU LA FORET;87276600;Dimanche;2018.0;2018-10-14;H;De 10h à 16h;593
MONTSOULT MAFFLIERS;87276493;Dimanche;2018.0;2018-10-14;H;De 10h à 16h;291
SAINT-DENIS;87271015;Dimanche;2018.0;2018-10-14;H;De 16h à 20h;4797
MERY SUR OISE;87276667;Dimanche;2018.0;2018-10-14;H;Après 20h;36
LUZARCHES;87276576;Dimanche;2018.0;2018-10-14;H;De 10h à 16h;137
NOINTEL MOURS;87276758;Dimanche;2018.0;2018-10-14;H;Avant 6h;7
MERIEL;87276675;Dimanche;2018.0;2018-10-14;H;Avant 6h;7
GROS NOYER SAINT-PRIX;87276592;Dimanche;2018.0;2018-10-14;H;De 10h à 16h;523
CHAMP DE COURSES D'ENGHIEN;87276030;Dimanche;2018.0;2018-10-14;H;Avant 6h;28
ERMONT EAUBONNE;87276055;Dimanche;2018.0;2018-10-14;H;De 10h à 16h;2426
ECOUEN EZANVILLE;87276394;Samedi;2018.0;2018-10-13;H;De 6h à 10h;347
CHAMPAGNE SUR OISE;87276519;Dimanche;2018.0;2018-10-14;H;Avant 6h;3
ERMONT HALTE;87276584;Dimanche;2018.0;2018-10-14;H;Avant 6h;7
CERNAY;87276063;Dimanche;2018.0;2018-10-14;H;De 6h à 10h;118
CREIL;87276006;Dimanche;2018.0;2018-10-14;H;De 16h à 20h;103
EPLUCHES;87276147;Dimanche;2018.0;2018-10-14;H;Après 20h;2
EPLUCHES;87276147;Samedi;2018.0;2018-10-13;H;Après 20h;8
BELLOY SAINT-MARTIN;87276550;Dimanche;2018.0;2018-10-14;H;De 6h à 10h;15
L'ISLE ADAM PARMAIN;87276527;Samedi;2018.0;2018-10-13;H;De 10h à 16h;326
EPINAY VILLETANEUSE;87271122;Dimanche;2018.0;2018-10-14;H;Après 20h;838
ECOUEN EZANVILLE;87276394;Dimanche;2018.0;2018-10-14;H;De 16h à 20h;343
SEUGY;87272039;JOB;2018.0;2018-10-11;H;Avant 6h;1
MONTSOULT MAFFLIERS;87276493;Samedi;2018.0;2018-10-13;H;De 6h à 10h;191
GROS NOYER SAINT-PRIX;87276592;Samedi;2018.0;2018-10-13;H;Après 20h;139
DEUIL MONTMAGNY;87276345;Samedi;2018.0;2018-10-13;H;De 10h à 16h;1265
NOINTEL MOURS;87276758;Samedi;2018.0;2018-10-13;H;De 6h à 10h;80
MERY SUR OISE;87276667;Samedi;2018.0;2018-10-13;H;Après 20h;57
PARIS NORD;87271031;Samedi;2018.0;2018-10-13;H;De 6h à 10h;4698
MERY SUR OISE;87276667;Samedi;2018.0;2018-10-13;H;Avant 6h;15
PARIS NORD;87271031;Samedi;2018.0;2018-10-13;H;Après 20h;12585
GROSLAY;87276360;Samedi;2018.0;2018-10-13;H;De 6h à 10h;360
MERIEL;87276675;Samedi;2018.0;2018-10-13;H;De 6h à 10h;72
GROS NOYER SAINT-PRIX;87276592;Samedi;2018.0;2018-10-13;H;De 6h à 10h;347
LA BARRE ORMESSON;87271171;Samedi;2018.0;2018-10-13;H;De 10h à 16h;1293
ENGHIEN LES BAINS;87276022;Samedi;2018.0;2018-10-13;H;Après 20h;1057
ERMONT EAUBONNE;87276055;Samedi;2018.0;2018-10-13;H;Après 20h;1480
ERMONT HALTE;87276584;Samedi;2018.0;2018-10-13;H;De 6h à 10h;159
ERMONT EAUBONNE;87276055;Samedi;2018.0;2018-10-13;H;Avant 6h;73
DEUIL MONTMAGNY;87276345;Samedi;2018.0;2018-10-13;H;Avant 6h;70
CHAPONVAL;87276162;Samedi;2018.0;2018-10-13;H;De 10h à 16h;18
CHAPONVAL;87276162;Samedi;2018.0;2018-10-13;H;De 16h à 20h;13
ERMONT HALTE;87276584;Samedi;2018.0;2018-10-13;H;Avant 6h;9
SAINT-OUEN L'AUMONE LIESSE;87337980;JOB;2018.0;2018-10-11;H;De 16h à 20h;823
SAINT-OUEN L'AUMONE LIESSE;87337980;JOB;2018.0;2018-10-11;H;De 10h à 16h;413
SARCELLES SAINT-BRICE;87276386;JOB;2018.0;2018-10-11;H;De 16h à 20h;2396
BRUYERES SUR OISE;87276451;Samedi;2018.0;2018-10-13;H;De 16h à 20h;27
BORAN SUR OISE;87276444;Samedi;2018.0;2018-10-13;H;De 6h à 10h;4
NOINTEL MOURS;87276758;JOB;2018.0;2018-10-11;H;Après 20h;16
CHANTELOUP LES VIGNES;87381475;Dimanche;2016.0;2016-11-20;J;De 6h à 10h;55
CORMEILLES EN PARISIS;87381863;JOB;2018.0;2018-01-23;J;Après 20h;124
ASNIERES SUR SEINE;87381137;Dimanche;2016.0;2016-11-20;J;Après 20h;15
ISSOU PORCHEVILLE;87381574;JOB;2018.0;2018-01-23;J;De 16h à 20h;79
BOIS COLOMBES;87381079;Dimanche;2018.0;2018-10-14;J;Après 20h;298
ERAGNY NEUVILLE;87381418;JOB;2018.0;2018-01-23;J;Après 20h;48
ARGENTEUIL;87381848;Dimanche;2016.0;2016-11-20;J;Après 20h;452
ANDRESY;87381491;Dimanche;2016.0;2016-11-20;J;De 16h à 20h;84
CHARS;87381194;Dimanche;2016.0;2016-11-20;J;De 10h à 16h;15
CHARS;87381194;Dimanche;2016.0;2016-11-20;J;De 6h à 10h;4
SAINT-OUEN L'AUMONE QUARTIER DE L'EGLISE;87381426;Samedi;2016.0;2016-11-19;J;De 16h à 20h;127
PARIS SAINT-LAZARE;87384008;Samedi;2016.0;2016-11-19;J;De 10h à 16h;9480
MEULAN HARDRICOURT;87381830;Samedi;2016.0;2016-11-19;J;De 16h à 20h;113
MAURECOURT;87381483;Samedi;2016.0;2016-11-19;J;De 6h à 10h;148
POISSY;87386573;Samedi;2016.0;2016-11-19;J;De 16h à 20h;1155
POISSY;87386573;Samedi;2016.0;2016-11-19;J;De 6h à 10h;519
MAURECOURT;87381483;Samedi;2016.0;2016-11-19;J;Avant 6h;6
OSNY;87381145;Samedi;2016.0;2016-11-19;J;De 10h à 16h;130
OSNY;87381145;Samedi;2016.0;2016-11-19;J;De 6h à 10h;76
SANNOIS;87276188;Samedi;2018.0;2018-10-13;J;Avant 6h;61
VILLENNES SUR SEINE;87386649;Samedi;2016.0;2016-11-19;J;De 16h à 20h;182
SANTEUIL LE PERCHAY;87381186;Samedi;2016.0;2016-11-19;J;De 10h à 16h;7
SANTEUIL LE PERCHAY;87381186;Samedi;2016.0;2016-11-19;J;De 16h à 20h;5
VAL D'ARGENTEUIL;87381798;Samedi;2016.0;2016-11-19;J;De 10h à 16h;2952
VAL D'ARGENTEUIL;87381798;Samedi;2016.0;2016-11-19;J;De 16h à 20h;1705
VILLENNES SUR SEINE;87386649;Samedi;2016.0;2016-11-19;J;Avant 6h;3
TRIE CHATEAU;87381236;Samedi;2016.0;2016-11-19;J;De 10h à 16h;5
TRIE CHATEAU;87381236;Samedi;2016.0;2016-11-19;J;De 6h à 10h;5
TRIE CHATEAU;87381236;Samedi;2016.0;2016-11-19;J;Après 20h;0
SANNOIS;87276188;Samedi;2018.0;2018-10-13;J;De 16h à 20h;896
SAINT-OUEN L'AUMONE QUARTIER DE L'EGLISE;87381426;Samedi;2016.0;2016-11-19;J;Avant 6h;14
LES CLAIRIERES DE VERNEUIL;87386664;JOB;2016.0;2016-11-22;J;De 6h à 10h;469
MONTGEROULT COURCELLES;87381160;Samedi;2016.0;2016-11-19;J;De 10h à 16h;4
MANTES LA JOLIE;87381509;JOB;2018.0;2018-01-23;J;De 16h à 20h;543
PONTOISE;87276139;Samedi;2016.0;2016-11-19;J;De 10h à 16h;784
LIMAY;87381582;JOB;2018.0;2018-01-23;J;De 10h à 16h;478
DAMMARTIN JUILLY SAINT-MARD;87271536;JOB;2018.0;2018-11-15;K;De 6h à 10h;1544
LE PLESSIS BELLEVILLE;87271551;Samedi;2018.0;2018-11-17;K;De 6h à 10h;45
AULNAY SOUS BOIS;87271411;Samedi;2018.0;2018-11-17;K;De 16h à 20h;176
LE PLESSIS BELLEVILLE;87271551;JOB;2018.0;2018-11-15;K;Après 20h;15
CREPY EN VALOIS;87271593;Samedi;2018.0;2018-11-17;K;De 6h à 10h;111
NANTEUIL LE HAUDOIN;87271577;JOB;2018.0;2018-11-15;K;Après 20h;8
THIEUX NANTOUILLET;87272054;JOB;2018.0;2018-11-15;K;Avant 6h;2
ORMOY VILLERS;87271585;JOB;2018.0;2018-11-15;K;De 16h à 20h;5
MITRY CLAYE;87271528;JOB;2018.0;2018-11-15;K;De 16h à 20h;301
MITRY CLAYE;87271528;JOB;2018.0;2018-11-15;K;Après 20h;28
THIEUX NANTOUILLET;87272054;Dimanche;2018.0;2018-11-18;K;De 16h à 20h;2
THIEUX NANTOUILLET;87272054;Dimanche;2018.0;2018-11-18;K;De 6h à 10h;4
AULNAY SOUS BOIS;87271411;JOB;2018.0;2018-11-15;K;De 10h à 16h;145
AULNAY SOUS BOIS;87271411;JOB;2018.0;2018-11-15;K;De 6h à 10h;3293
CREPY EN VALOIS;87271593;Samedi;2018.0;2018-11-17;K;Après 20h;34
ORMOY VILLERS;87271585;JOB;2018.0;2018-11-15;K;De 10h à 16h;7
CREPY EN VALOIS;87271593;JOB;2018.0;2018-11-15;K;Avant 6h;145
PARIS NORD;87271031;Dimanche;2018.0;2018-11-18;K;Après 20h;80
DAMMARTIN JUILLY SAINT-MARD;87271536;Dimanche;2018.0;2018-11-18;K;De 10h à 16h;21
VERSAILLES RIVE DROITE;87382861;Samedi;2016.0;2016-03-12;L;De 10h à 16h;2060
SURESNES MONT VALERIEN;87382374;Samedi;2016.0;2016-03-12;L;De 16h à 20h;358
NANTEUIL LE HAUDOIN;87271577;Dimanche;2018.0;2018-11-18;K;De 16h à 20h;37
CREPY EN VALOIS;87271593;Dimanche;2018.0;2018-11-18;K;Après 20h;48
ORMOY VILLERS;87271585;Dimanche;2018.0;2018-11-18;K;Après 20h;1
VAUCRESSON;87382267;Samedi;2016.0;2016-03-12;L;De 16h à 20h;379
VAUCRESSON;87382267;Samedi;2016.0;2016-03-12;L;Après 20h;171
COMPANS;87272047;Dimanche;2018.0;2018-11-18;K;Après 20h;2
SAINT-GERMAIN EN LAYE BEL AIR FOURQUEUX;87366922;Samedi;2016.0;2016-03-12;L;Après 20h;6
SAINT-GERMAIN EN LAYE GRANDE CEINTURE;87382804;Samedi;2016.0;2016-03-12;L;Après 20h;11
SEVRES VILLE D'AVRAY;87382341;Samedi;2016.0;2016-03-12;L;De 6h à 10h;275
NANTERRE UNIVERSITE;87386318;Samedi;2014.0;2014-05-17;L;Après 20h;869
PARIS SAINT-LAZARE;87384008;Samedi;2014.0;2014-05-17;L;Avant 6h;29
NOISY LE ROI;87393876;Samedi;2016.0;2016-03-12;L;De 16h à 20h;65
SARTROUVILLE;87386417;Samedi;2014.0;2014-05-17;L;De 6h à 10h;214
NOISY LE ROI;87393876;Samedi;2016.0;2016-03-12;L;Après 20h;21
SAINT-CLOUD;87382358;Samedi;2016.0;2016-03-12;L;Avant 6h;13
PUTEAUX;87382382;Samedi;2016.0;2016-03-12;L;Après 20h;261
BRUYERES SUR OISE;87276451;JOB;2018.0;2018-10-11;H;Après 20h;8
LA BARRE ORMESSON;87271171;JOB;2018.0;2018-10-11;H;Avant 6h;98
ECOUEN EZANVILLE;87276394;JOB;2018.0;2018-10-11;H;Après 20h;95
DEUIL MONTMAGNY;87276345;JOB;2018.0;2018-10-11;H;Après 20h;193
CERNAY;87276063;JOB;2018.0;2018-10-11;H;De 16h à 20h;510
CERNAY;87276063;JOB;2018.0;2018-10-11;H;De 10h à 16h;452
L'ISLE ADAM PARMAIN;87276527;Dimanche;2018.0;2018-10-14;H;De 6h à 10h;79
FREPILLON;87276659;Dimanche;2018.0;2018-10-14;H;De 16h à 20h;52
FRANCONVILLE LE PLESSIS BOUCHARD;87276071;Dimanche;2018.0;2018-10-14;H;De 16h à 20h;462
L'ISLE ADAM PARMAIN;87276527;Dimanche;2018.0;2018-10-14;H;De 10h à 16h;248
AUVERS SUR OISE;87276543;Dimanche;2018.0;2018-10-14;H;De 10h à 16h;51
MONTSOULT MAFFLIERS;87276493;Dimanche;2018.0;2018-10-14;H;Avant 6h;15
PARIS NORD;87271031;Samedi;2018.0;2018-10-13;H;De 16h à 20h;19373
NOINTEL MOURS;87276758;Samedi;2018.0;2018-10-13;H;Après 20h;21
LUZARCHES;87276576;Dimanche;2018.0;2018-10-14;H;De 6h à 10h;42
GROSLAY;87276360;Dimanche;2018.0;2018-10-14;H;De 6h à 10h;170
LUZARCHES;87276576;Dimanche;2018.0;2018-10-14;H;Après 20h;50
FREPILLON;87276659;Dimanche;2018.0;2018-10-14;H;Avant 6h;6
AUBERGENVILLE ELISABETHVILLE;87386730;JOB;2016.0;2016-11-22;J;De 16h à 20h;885
ASNIERES SUR SEINE;87381137;JOB;2018.0;2018-10-11;J;De 16h à 20h;4702
CHANTELOUP LES VIGNES;87381475;JOB;2018.0;2018-01-23;J;Après 20h;30
BOIS COLOMBES;87381079;JOB;2018.0;2018-10-11;J;De 10h à 16h;2103
BOIS COLOMBES;87381079;JOB;2018.0;2018-10-11;J;De 6h à 10h;4212
BOISSY L'AILLERIE;87381152;JOB;2018.0;2018-01-23;J;Avant 6h;6
BONNIERES;87415893;JOB;2016.0;2016-11-22;J;Après 20h;0
CHARS;87381194;JOB;2018.0;2018-01-23;J;De 16h à 20h;64
FRANCONVILLE LE PLESSIS BOUCHARD;87276071;Dimanche;2018.0;2018-10-14;H;Après 20h;142
FRANCONVILLE LE PLESSIS BOUCHARD;87276071;Dimanche;2018.0;2018-10-14;H;Avant 6h;42
EPINAY VILLETANEUSE;87271122;Dimanche;2018.0;2018-10-14;H;De 16h à 20h;2346
EPINAY VILLETANEUSE;87271122;Dimanche;2018.0;2018-10-14;H;De 10h à 16h;3275
CHAMPAGNE SUR OISE;87276519;Dimanche;2018.0;2018-10-14;H;De 16h à 20h;100
BOUFFEMONT MOISSELLES;87276485;Dimanche;2018.0;2018-10-14;H;Après 20h;44
ENGHIEN LES BAINS;87276022;Dimanche;2018.0;2018-10-14;H;De 10h à 16h;2200
ECOUEN EZANVILLE;87276394;Samedi;2018.0;2018-10-13;H;De 10h à 16h;638
ECOUEN EZANVILLE;87276394;Dimanche;2018.0;2018-10-14;H;Avant 6h;18
FREPILLON;87276659;Samedi;2018.0;2018-10-13;H;De 10h à 16h;124
HOUILLES CARRIERES SUR SEINE;87386409;JOB;2016.0;2016-11-22;J;De 10h à 16h;1056
HOUILLES CARRIERES SUR SEINE;87386409;JOB;2016.0;2016-11-22;J;Avant 6h;32
SAINT-LEU LA FORET;87276600;Dimanche;2018.0;2018-10-14;H;Après 20h;100
ISSOU PORCHEVILLE;87381574;JOB;2018.0;2018-01-23;J;Avant 6h;7
GARGENVILLE;87381566;JOB;2018.0;2018-01-30;J;De 6h à 10h;46
GARGENVILLE;87381566;JOB;2018.0;2018-01-23;J;De 6h à 10h;283
HERBLAY;87381889;JOB;2018.0;2018-01-30;J;De 16h à 20h;127
HERBLAY;87381889;JOB;2018.0;2018-01-23;J;Après 20h;92
GISORS;87381244;JOB;2018.0;2018-01-23;J;Avant 6h;199
ENGHIEN LES BAINS;87276022;Dimanche;2018.0;2018-10-14;H;De 16h à 20h;1739
BRUYERES SUR OISE;87276451;Dimanche;2018.0;2018-10-14;H;De 10h à 16h;29
BELLOY SAINT-MARTIN;87276550;Dimanche;2018.0;2018-10-14;H;Avant 6h;0
BORAN SUR OISE;87276444;Dimanche;2018.0;2018-10-14;H;De 10h à 16h;5
BRUYERES SUR OISE;87276451;Dimanche;2018.0;2018-10-14;H;Après 20h;6
MONTSOULT MAFFLIERS;87276493;Samedi;2018.0;2018-10-13;H;Avant 6h;28
DOMONT;87276436;Dimanche;2018.0;2018-10-14;H;De 6h à 10h;225
CREIL;87276006;Dimanche;2018.0;2018-10-14;H;De 10h à 16h;112
CREIL;87276006;Dimanche;2018.0;2018-10-14;H;Après 20h;21
DOMONT;87276436;Dimanche;2018.0;2018-10-14;H;Avant 6h;44
PRESLES COURCELLES;87276501;Dimanche;2018.0;2018-10-14;H;De 10h à 16h;81
PERSAN BEAUMONT;87276469;Dimanche;2018.0;2018-10-14;H;De 10h à 16h;962
NOINTEL MOURS;87276758;Dimanche;2018.0;2018-10-14;H;De 10h à 16h;84
NOINTEL MOURS;87276758;Dimanche;2018.0;2018-10-14;H;De 16h à 20h;55
NOINTEL MOURS;87276758;Dimanche;2018.0;2018-10-14;H;De 6h à 10h;44
PARIS NORD;87271031;Dimanche;2018.0;2018-10-14;H;De 16h à 20h;14323
NOINTEL MOURS;87276758;Dimanche;2018.0;2018-10-14;H;Après 20h;12
PONT PETIT;87276154;Dimanche;2018.0;2018-10-14;H;De 6h à 10h;12
PONTOISE;87276139;Dimanche;2018.0;2018-10-14;H;De 16h à 20h;897
PIERRELAYE;87276097;Dimanche;2018.0;2018-10-14;H;Après 20h;54
CONFLANS SAINTE-HONORINE;87381897;JOB;2018.0;2018-01-30;J;De 6h à 10h;4176
CONFLANS SAINTE-HONORINE;87381897;JOB;2018.0;2018-01-23;J;Après 20h;238
CONFLANS FIN D'OISE;87381459;JOB;2018.0;2018-01-23;J;De 6h à 10h;456
ERMONT EAUBONNE;87276055;JOB;2018.0;2018-10-11;J;De 10h à 16h;2726
ERMONT EAUBONNE;87276055;JOB;2018.0;2018-10-11;J;De 6h à 10h;6067
ERMONT EAUBONNE;87276055;JOB;2018.0;2018-10-11;J;Avant 6h;143
GARGENVILLE;87381566;JOB;2018.0;2018-01-23;J;Après 20h;13
VERNOUILLET VERNEUIL;87386656;Dimanche;2016.0;2016-11-20;J;De 16h à 20h;543
SANTEUIL LE PERCHAY;87381186;Dimanche;2016.0;2016-11-20;J;De 6h à 10h;22
VERNOUILLET VERNEUIL;87386656;Dimanche;2016.0;2016-11-20;J;Après 20h;140
VILLENNES SUR SEINE;87386649;Dimanche;2016.0;2016-11-20;J;Avant 6h;5
TRIE CHATEAU;87381236;Dimanche;2016.0;2016-11-20;J;De 10h à 16h;2
